title,title_link,company,summary,result-link-bar,tt_set,iaLabel,turnstileLink,date,slNoUnderline,location,location1,salary
"Associate, Java Applications Engineer",https://www.indeed.com/rc/clk?jk=6092ba03191dfd46&fccid=3c74eafe288fc8ca&vjs=3,Charles Schwab,"We are driven by our purpose to champion every client’s goals with passion and integrity. Develop solution diagrams/documents, develop software code, and...",6 days ago   -  save job - more...,#NAME?,,Charles Schwab,6 days ago,"1,042 reviews","Lone Tree, CO 80124",,
Software Dev Engineer,https://www.indeed.com/rc/clk?jk=e5327188d87af991&fccid=fe2d21eef233e94a&vjs=3,"Amazon.com Services, Inc.","You recognize the difference between building software and shipping software. Experience with building high-performance, highly-available and scalable...",Amazon.com - 2 days ago   -  save job - more...,#NAME?,,"Amazon.com Services, Inc.",2 days ago,"32,873 reviews","Boulder, CO",,
Entry Level IT Assistant,https://www.indeed.com/rc/clk?jk=f8e318ebba06d27d&fccid=f66be9dfdc10815d&vjs=3,FRANKLIN D AZAR & ASSOCIATES PC,"Responsibilities will include but not limited to providing first response computer and phone support for users, system troubleshooting, install and software...",30+ days ago   -  save job - more...,#NAME?,,,30+ days ago,,"Aurora, CO 80014 (Heather Gardens area)",,
Senior Software Developer,https://www.indeed.com/rc/clk?jk=226c2bdcc2dc931e&fccid=a924fdf034212563&vjs=3,DigitalGlobe,"Paid holidays and paid time off. Computer Science, Information Systems, Software Engineering, or related field....",12 days ago   -  save job - more...,#NAME?,,DigitalGlobe,12 days ago,88 reviews,"Westminster, CO",,
Software Configuration Analyst,https://www.indeed.com/rc/clk?jk=686f6cfb11c13506&fccid=a3f737e511d9fc8c&vjs=3,Visa,Also provide Host Software Configuration Management support to geographically distributed software development teams in a Mainframe environment....,30+ days ago   -  save job - more...,#NAME?,,Visa,30+ days ago,726 reviews,"Denver, CO",,
Software Systems Engineer,https://www.indeed.com/rc/clk?jk=c04129bb3b0f046f&fccid=0a00341770eebb55&vjs=3,IntellectFaces,"Software Systems Engineer. 3+ years of Software Engineering (C++, Python), software lifecycle, and best practices. NASA’s core Flight Software (cFS)....",3 days ago   -  save job - more...,#NAME?,,,3 days ago,,"Denver, CO",,
Software Engineer,"https://www.indeed.com/company/Lifeloc-Technologies,-Inc./jobs/Software-Engineer-04e76029a77a6358?fccid=b0dfe1e3914bb69d&vjs=3",Lifeloc Technologies Inc.,"And support for all of Lifeloc's software applications. Support, update and create legacy firmware and software programs in C....",14 days ago   -  save job - more...,#NAME?,Express apply,,14 days ago,,"Wheat Ridge, CO",,
C/C++ Software Engineers,https://www.indeed.com/rc/clk?jk=6e1667e967b05751&fccid=d8e02921557473c3&vjs=3,NCH Software,"Code quickly, we focus on constant small improvements that make a big impact over time. In return for your programming expertise and knowledge, passion for...",4 months ago   -  save job - more...,#NAME?,,NCH Software,4 months ago,7 reviews,"Denver, CO",,
"C#, SQL Application Developer (BHJOB22048_611)",https://www.indeed.com/rc/clk?jk=ffcad1a6346ae7f1&fccid=e6c612e9fae5f923&vjs=3,ITmPowered,"Software Engineer supporting enterprise business applications. Troubleshooting, root cause analysis, coding software fixes, testing, and implementing solutions....",13 days ago   -  save job - more...,#NAME?,Express apply,,13 days ago,,"Denver, CO",,
Software Developer,https://www.indeed.com/rc/clk?jk=9d66f5781cc1d46c&fccid=3c650abdba68c61a&vjs=3,ThoughtWorks,"Using continuous delivery practices to improve software delivery speed. We are a global software consultancy and a community of passionate, purpose-led...",4 months ago   -  save job - more...,#NAME?,Express apply,ThoughtWorks,4 months ago,69 reviews,"Denver, CO",,
Senior Front End Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BEGGgm7J6bu3v2RMVZVaARTecuIZSJsUT5GDbjXN8SEtyTIMEH_ZQEL65xWzhj323VhnPzFWjI5dzfNr6Ox_I8ilBwGqbgSnc2hQv_amtgBI4HrBUfIUlrF_Nn6WpnV6-UmHnxq97dJ_Ui5-7_L3Sdip22X43ak6FRsLN95gggdcZ5IdKVjRv9Hqz5pWcit4TrCt36ePwTm2BQ8ITJ0Hu81rDikHa_qyqllkxRnLO381zLhC2ycgRV0aE-J6_S22OEnPx8ODA-zxHlsnIVJrJZiPPvwNHmf1H3DCjJcPc9BgHFruFSMaG7GY_wkji6-D0BOIWfADGHszeQMQZWPcHTaPOdCifP-RXcTt_XqPF09HQFasdxpGSrcDGkMQy-G5TYVg2yy5CW2yGhrAEZOeIZ60vSbdgwsdJzKTQaHn9kArXvLY84sAYaWEeN035bu4A=&vjs=3&p=1&fvj=1,Outside Analytics,Paid time off. We are building technology that empowers outdoor experiences. Who We Are*....,Sponsored - save job,save job,Express apply,,,,,"Boulder, CO","$80,000 - $130,000 a year"
Leasing Consultant - Local by Laramar,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A8zwFcN-VDSL6O1S-S-971Ntn4PFr57pmZBOLs4RfOAnyuKcX42Vgp2z2Guf5TATdWJPe1Iz0ICcec0CKo0CLqU-8ctQL9zbQaPzcnvSJmv9Zsr1gweOuv6vQACNUIZgqNHIrRJ15_HJm9grdNlu4pBbhSV_7jHd6drfMOEYIQCiY-tnSC-m62UcoY4qar-ShfRBH5kvo6pc6B2qnvjvohs1MBEuzd4OdyQykYzLunYWEycxUHjUVIAawqbmDqb_VO31oZPG4cZSvyR4h8P2IS1ozSxKt_84u-0g9eLe6AwsFgjMXxxkbS_8dpvP1xfIjd-W8W7MHREdo8CrSd7-NzxTQ1WWw0zZ98TuZ8VdcaZTmSlu3xDGfxq4DQC_rk8jvwVyOh25b7-IBmlbdSItuMug6D2y1cmp_wVXttz1xXzRiKCJoy0St8wFXK3qRmAnudDQjMaypnEQ==&vjs=3&p=2&fvj=1,The Laramar Group,"Laramar offers excellent medical/dental/vision insurance, flexible spending accounts, Company paid life insurance along with paid short and long-term disability...",Sponsored - save job,save job,Express apply,The Laramar Group,,57 reviews,,"Denver, CO",
"Software Developer, Senior (Denver)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AYb0wqLOd8kbIFDeUy8dWRn2ssumDDiRIo4Tf5-qdVnIeoA1OblthECmdngs6jFop00bX30V2o9FKdBlRc9WZTTAdGiDRSuRwVVZvSeHiHBfPDePf6GtilmzkUV-bY-JjyHMKNBiiKBcIi6Rm0ww0qi1ef7DfuSFmFNyY3RIZ9QuziaQi8VoshSPXwUTrJo7PHL9PAyFP9TDjJ_xTp6_DkVIh61iMsNG-BSo57iLZacRdopEN9JhL7_Ll0KJiLYzghVvJrSb0IatewkEkV9p0CpD6mkR0Ymo4jNkycOBf-wsPe5NiTP6RJGg-fUA4GY_yCmPpGPfUq4QyWMtwsn9UeCNVlfZdDF75DNaioVUiuo7GKS9bnqe_3cjuJ6qGbIs074zvFttM05Wye_MVY20Rg-aFB1QNxnLBermZprn_mMHg_nXnBP3440MY507kSqR7CXx8MGZfepKUxlTmZj5mi0v3p7JiSjuD-2u3FsdDCKGfXu10BSIZutNspRPYwtmEAd92B7U_f2db04wiAbnBc0KqAXveIjfndiwb2oAOH-atx_jdPvmus8K38VItt7Es2Zx8j9WbZr1-Slz8oL140&vjs=3&p=3&fvj=0,SCRAM Systems,"C#, ASP.net, MVC, Entity Framework, CSS, XML, JavaScript, Responsive and Adaptive Web design, Web Services, WCF, IIS, SQL Server, Big Data analytics, database...",Sponsored - save job,save job,Express apply,,,,,"Denver, CO",
Accounting Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOxw_4AcRnwnQDUe0NT18-cTwZXXqzuWnD0f5TQrBzZGcl_gDKUQ5SIh1HOLUbizIcGbY-9T7Av-VOKRcL4qeXflc5EP1GaW7cW6bGuUf28R4L_LSLY2Vf8SBCOD61q1zDMUxTg-yqRgw1Us8V8luoWaaGdxqfKKnYNFlTuBUwypOhGe30W4fhMrX-VBsj-cICtpfgrmmyn5Z8uwqkoyj5mnnb5726S29MGLUj83qRxK60a0xfg4Zm1qvTPZfLGBExS8ZtN7hp84IdTXxBnYmRtxehAbCL81nQp1kL8u0zymSuwqAjrxkGbe_1t5OFzkMNlvpmA8xoP3-U7lSNCLMX1GDGafxQmbS8hLJBYuM2Gk3dLa3StzhCOrPYp1NG2MgAQ8zwMzv9b9y36Jn8c41QP0ttFxoBkfNrdFuI2QvP3iH7HP88LW4LWJo20lu0EkY=&vjs=3&p=4&fvj=1,Victory Construction & Refrigeration Inc,"Thrives in a in a complex, fast-paced environment that offers continuous learning of software applications and operational improvement....",Sponsored - save job,save job,Express apply,,,,,"Denver, CO 80216 (Northern Denver area)","$45,000 - $50,000 a year"
Crew Scheduler,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BI3j_bHsdVJr69XYLCNL-YWn4MAuOf3KM_oG5sSiOd6aRuG-JFa5tEQP_y2usLGsvP3zOmSrXttI3JZ5A_5w7eNOEMVq1scalkwkxgA2el5vyhlW1HqXzMykrpZEsXBNSqcqr9tLtKfCGsW8z9NhGnk-GM509dW-c5O7vHeDOLStmHXmcTtsAweAz_t08A_5WgG3Xr_K6hH3SaQf5zOwCQQrudsbxSG6wQAsWtZ7YAPpswbxFEsR8ETgvgnAHFx7Np6zkWbkMTOu6Zt_h06glj7akCfSg_RUBY2KqbwSGeAgyZI1U_xnFisAD5ZfEGPXTNnYM0UKIc-hOeb_26HzTk516V44OVOiL5s9a6ANUWytL-87Gow2kM_rGwaThMkFpHeLrMA7k2F_fVSU4Vy0oxnu79rVjoOBkqrrLefCZZWA==&vjs=3&p=5&fvj=1,Key Lime Air,Must have working knowledge of Microsoft Office products and the ability to learn company software programs....,Sponsored - save job,save job,Express apply,Key Lime Air,,4 reviews,,"Denver, CO",$25 an hour
Account Executive,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARSaCxz77_awQ0N37QrqRYxoVlF3-MBo4ClDfwexEZ8Y4R9tSn1qjPNOxK8sGsGJedfytowbK3BdzyO5jIpwYbHue86b-e5fXQzntXCOW9hCLyfb3TZKCIzxoobD9AP6yl5NQOL6PYe8fR0_EWh2Cjlhln5wzTlzEf39NwuoPdK2eMeXjK81EolxzGORErQlZHu3fRfaZdktRTXAYNCEaxWUz7Am6vJTdtQ410YFE0pYe2bL2lQAMY8Ea9cwL3K3S_33VPMb4N2bGfQtzeGMGIm9uL1pnPi99gocWzw5W2hQ9kOs78sqpkr4FjBbCQpVGyvJezafsYr5FGX7zFnkL9TvVL120yUFGsbXZS78Anr0n3Qax1Aytjabd--gee-qI=&vjs=3&p=1&fvj=0,Trustpilot,"Reach key decision makers in order to sell Trustpilot's mission, platform and software solution. Trustpilot is an online review-driven community and platform...",Sponsored - save job,save job,Express apply,Trustpilot,,10 reviews,,"Denver, CO",
Director of Operations,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BaWfY6T2MjxpUBAJ7ADG5pHT_-0PTYf_-cUKbP0k-Qdz6XgBplmPOZ-Zr631RopsRLM6MujGhSV3mJecIUlOEBCrM30h_JFIY9bV0h-zs8S1tuf8LriXsp775L3Ax-Oyig0qdsy7Y8EXQGwxVvkX-pC1Obuj0JrJcysFQ6HmArADtq5L1cTl7fLgIEuNRhxb171bu9avRbKJbEMk_lzVQqy5jLHLMH-aOROn4xvolryynXBg7yuBltMITMLZUbYi5kMM-YxjApA3vWguNk2omgLxHxwbsMVF5FostSGdLumjCGtYL6glfsRU_vfjdHFNnTC0TLGSMEJ753WM41Xi-QCVpphryf8Q6ISq5_xVAfN5hIqC2HOShXPl3MLrdYBQ5ZJGfWNtmvdhdF--G26sJSxjE8Wcr7FZ8iMw0IEYdfPwNzLR94rDuh&vjs=3&p=2&fvj=1,"Colorado Enterprise Fund, Inc."," Strong working knowledge of data analysis and performance metrics using business management software (e.g., ERP, CRM)....",Sponsored - 23 hours ago   -  save job,#NAME?,Express apply,"Colorado Enterprise Fund, Inc.",23 hours ago,2 reviews,,"Denver, CO 80203 (Capitol Hill area)","$80,000 - $90,000 a year"
Service Desk Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DSU2hQ-G1KsQ4u4r67mKc4zpUIHTCOmmoXctkxrpzou8Cxw4fxx1-bb4hA6wBgZc0Pq3SNQtNhevw_xXDlhL8c_GYd6mN4Lx1EAEagZY0Ac_fbSgkHBGT145s7-FxWHthGvFDuhcxFnwO577Ie5jxCrFNMIBxgnkU6WrdU813a1ObAMeW9_0iQ6MhvHzKLkduYKBQ8zOEeoIOdkwvgT-ncZTYR7_FcB0vPCY5mo04e1m7vYaIx6A3oWLXkpynWigtMdT2QKrSxEDYeA2gH3f3YOCPyYbYmP452q7sNOBd9l6jKdN50MZm4RYoBELqD8FyssX47YXvsjJUbRNBq_opsBZ9XsOdfN-e_DS0TIvMYcSY0-8pM1lfD3jPQ5gZS0BTWlkI9u1eE_1KUq8t-ZOdv2QvuhdiWs3nfKvWI-aS3rDU4N25yN9JMCIyIAWPJqygTGqjTM8AqqldOw27I0o75&vjs=3&p=3&fvj=0,Shane Co.,"Successful experience working with PC based hardware, software and networking components. Utilize remote desktop software with clients to resolve issues or...",Sponsored - save job,save job,,Shane Co.,,103 reviews,,"Centennial, CO",
Software Engineer,https://www.indeed.com/rc/clk?jk=c1405576c4fb6c81&fccid=dab7e4d1e5412971&vjs=3,SciTec,"Our ideal candidate will work well in multiple software languages as part of a rapid pace, agile, small-team environment consisting of Scientists, Engineers,...",30+ days ago   -  save job - more...,#NAME?,Express apply,,30+ days ago,,"Boulder, CO",,"$80,000 - $100,000 a year"
Software Engineer Associate,https://www.indeed.com/rc/clk?jk=8448cd79d78647ae&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"Multi-threaded software development. Developing software with C, C++. Candidates should have a desire to gain experience in developing software for one or more...",4 months ago   -  save job - more...,#NAME?,,LOCKHEED MARTIN CORPORATION,4 months ago,"6,894 reviews","Littleton, CO 80120",,
Full Stack Software Engineer,https://www.indeed.com/rc/clk?jk=4abcfcf5f9ac1189&fccid=ca00109b9c768167&vjs=3,"PaySimple, Inc.","The PaySimple engineering team is looking for great engineers to join us in building a SaaS platform that provides eCommerce, payments, and invoicing solutions...",5 days ago   -  save job - more...,#NAME?,,"PaySimple, Inc.",5 days ago,4 reviews,"Denver, CO 80202 (Lodo area)",,
Backend Engineer,https://www.indeed.com/rc/clk?jk=2867bba9d275367c&fccid=f7029f63fe5c906e&vjs=3,Verizon,"Software engineering experience, including Java and/or related languages. You must have hands-on experience building scalable services....",28 days ago   -  save job - more...,#NAME?,,Verizon,28 days ago,"23,339 reviews","Denver, CO 80202 (Lodo area)",,
Sr. Software Engineer,https://www.indeed.com/rc/clk?jk=4cda1a99923f6d83&fccid=b62100e1dd8f0406&vjs=3,Ping Identity,"With our innovative Identity Defined Security platform, we're helping to build a borderless world where people have total freedom to work wherever and however...",18 hours ago   -  save job - more...,#NAME?,,Ping Identity,18 hours ago,5 reviews,"Denver, CO 80202 (Lodo area)",,
Enterprise Applications Manager,https://www.indeed.com/rc/clk?jk=f01cc0e7a888e111&fccid=44b1e2350e2cba10&vjs=3,"City of Littleton, CO","Assists with project intake, software intake, and software procurement processes, as well as preparation of annual budget;...",7 hours ago   -  save job - more...,#NAME?,,,7 hours ago,,"Littleton, CO 80120",,"$123,437 a year"
Data Scientist - Intern to Hire Position,https://www.indeed.com/rc/clk?jk=9b6fdf59eb949b1f&fccid=b3b4b048b0e1c34b&vjs=3,Well Data Labs,"Well Data Labs (WDL) is a team focused on bringing modern software design and usability to the oilfield. Well-versed knowledge of Python, R - Familiarity with...",6 days ago   -  save job - more...,#NAME?,,,6 days ago,,"Denver, CO",,
Developer,https://www.indeed.com/rc/clk?jk=d53ab26e095d5174&fccid=56f9401ae1cdfae8&vjs=3,"Redwood Trust, Inc.","Experience with Agile Software Development Life Cycle preferred. Troubleshoot application, integration and report tools, systems and software....",4 days ago   -  save job - more...,#NAME?,,,4 days ago,,"Denver, CO",,
Lead Software Engineer - Web React Developer,https://www.indeed.com/rc/clk?jk=fc3416a0578674a2&fccid=b716e44d2c6283e7&vjs=3,S&P Global,"Develop code that satisfy end-to-end specifications, conform to architectural governance standards and result in building high-quality, high performance,...",3 days ago   -  save job - more...,#NAME?,,S&P Global,3 days ago,729 reviews,"Denver, CO",,
"Senior Software Engineer, Growth - Denver, CO",https://www.indeed.com/rc/clk?jk=d98c4fa26ad80bb3&fccid=30aa2c54dfe7480c&vjs=3,Quizlet,"Senior Software Engineer - Denver, CO. Every month more than 50 million active learners from 130 countries practice and master more than 300 million study sets...",5 days ago   -  save job - more...,#NAME?,Express apply,,5 days ago,,"Denver, CO",,
SmartSat Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DUg0RRiqRYbZ4ELB_SckCmluBYj7os_p-IcUvQtuwIvK_ds_uMC5BEYmYIHGC8MGjQn2rB4ufe6qdIWWnyXy3vpVnfcq5VMTVNDUr_ZO1sBRctNDcpxWpkLUi4ErhO4n90Zi285Sw6o0i9uO3AV-a1Wf9znA4J0dSOvuDr4ApTBwTb7SPx7BoY_1wMBlxp7KlYwQK2ipEGwewIRSRbHjfqNDm9OsEYu6WTDGzFu8J6FzQxHuIOWnRFtd6szBFys_OPr3G9oIdjbLl_pBvgc4iuMFy0BQkvgNWOTZ6-jbEk92r-7mCRd7S8b6ndAciTgUc5GfIYZgJOFakOz4rkr3qRoPgBiD5ZF74_gG1wXVN8-2g28N35PeOwVf3GETJP7zV2aWOVbc2TJbRx0muhQu2rspGllAzOEPy_Vc6GHFxNBNXYUBj0VtmFW6jpX6t5UuUrkANOYHt3o6X33FC-fvmqgDxeNH59BeN2L2FOqfvb9yVWYoaBMT0vvsNtfJg7cVf05BhZzindLr9spg13iFNEbJyjzJCndo9kCfE5SEuk1r5Fk6XLkrTuNyO0Z6RRn2qAf9hlQ1D7NZ5cxx1zF2cDiFNHps-X-qIR09MMoJTA3EBZ66hINJI2GF8iNbMMHM7jBko_tPxmNd52lBAmSOH6_ATXMIGIR4MwSfMxWhEw6jH2F1-rYKfB9H6JOkjUXsvRkeBr3rtgFkfFA9c5jIOs3CDGk_DAFKWK3j0CdKchApqRMSuMl3qaB88aNDs3LRxY8Q0qu2TORZ06Sk5cdy-M3PuMxA7v_4ftUxnSRfIDvwcZ2_fKDsLfD92Cc3EA8tcgePp2LGbATzQxz_Q7agTmzAL-lJYcbmX0fqT96swevKuQpLVmuqvEiuKUjqV9VNwKV2yLeEbMtwdKhsBXf8nmeQkGM0bLSYrJOKIUdoedkDEKizRFjzyS&vjs=3&p=4&fvj=0,Lockheed Martin Corporation,"We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you....",Sponsored - save job,save job,,Lockheed Martin Corporation,,"6,894 reviews",,"Littleton, CO 80125",
Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CxC68sOexSPjE2gOKCkDYPlyqO9DIET2p9UpsoSrsnc30gaM63FgHwEo7162R9p0rzLH4qf9urUrCo20meOvKyfJum8TW6-1_l5xBKnP5EfcnnvqLONgZ8BV6ak2_ndy_NSjvM1f0qG9hUUlAeQnhE-aUnk2EC_0R0WuF4FoRaCEPQFNl8xhV768gYc0vSqU4CdxiKcZaMOecRsM3XU_Nb8ACbx2BFMbMY_DvxCtsNMWrEQhAAe4eZnz2qbFI6RVg6xtt9vu9af8cnEP9zJsgIGtKME18O_oyjMzjsc12C82ZU5UVkFU5QDpqjZzXTNgkpnSg9vwLvTuR4kXxjtEd3vv_gD1AyLunKO4-U5NRB9VnJ26uqb1dgYtIuiaTAowBGLDIa9DkVJUkiU00oMTY0ntd9J5d9SDoIXhRG_GrePQ==&vjs=3&p=5&fvj=1,Ophir Corporaton,Software requirements definition; Perform software configuration management. Software configuration management using SubVersion and SmartSVN....,Sponsored - save job,save job,Express apply,,,,,"Denver, CO",
Middle School Computer Teacher,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CPmt61wkuVwh6vrifu4NwpVTpY0C_3lPaTHjTJT9-P2twK5zRb2MFw0Daf057oCW8JW3bhf05uoh2DTU6Z-NN8u1mTyBQf5mZZ7NgfpfKHb8g9i_gwB_cIM2bG9T34G3gFLn0BtTSg-1xuRGB0zI2oCmKIz-fS8LznmRu6w0MAmqxPu8sqFbs9UmJ4bEDMBrHuOuDXychrj-9qtdpoZXcjzM1M2gNlb-BkBV-1GxpQFLBi_FLkaFgS7xMp4IILww4HN10OvNO3f8cVcBmJ1ci8Df4TjxNUoPABYAuUkFErYUX_GVeTCbMxIAshtUONkky2-O6m8-kWDqirz4rmxdxhGmXyjvhhKL6TgA8JjzxWzlr-OFlfAqUywFjCKzDdkiwgVyA7PIECDvpT4HMHzED_GjxoRp_QyAKVbprGhg5Ym9sexBfCf_UyJ1_vVuCzQ1vrKo-tvBA7WQ==&vjs=3&p=1&fvj=1,Cherry Creek Academy,"Proficient with Mac OS/Macbooks, Chromebooks, Google/Gmail, SmartBoards and related software. Guide students on how to use the “home row” keys....",Sponsored - save job,save job,Express apply,,,,,"Englewood, CO 80111",
"Software Developer, Incode Online Services",https://www.indeed.com/rc/clk?jk=e422db63b53ac113&fccid=35fa439a19059a40&vjs=3,"Tyler Technologies, Inc.",Ability to understand technical problems and use the tools available (primarily programming languages) to solve them in a manner that is scalable and...,30+ days ago   -  save job - more...,#NAME?,,"Tyler Technologies, Inc.",30+ days ago,153 reviews,"Lakewood, CO",,
"Quality Assurance Analyst (QA Best Practices, Browser Develo...",https://www.indeed.com/rc/clk?jk=e53848536542ae56&fccid=341563b11b334aeb&vjs=3,Mapleton Hill Media,Candidates must be extremely detail-oriented and have passion for manual testing and quality software delivery....,13 days ago   -  save job - more...,#NAME?,Express apply,Mapleton Hill Media,13 days ago,2 reviews,"Boulder, CO",,
EHR Software Trainer & Implementation Position,https://www.indeed.com/rc/clk?jk=5436a29a0a1106c6&fccid=28a4ab27560a13c4&vjs=3,patientNOW,Background in software testing. PatientNOW is seeking an experienced EMR Software Trainer to join our team. PatientNOW develops EMR/PM/Medical CRM software for...,5 months ago   -  save job - more...,#NAME?,Express apply,,5 months ago,,"Greenwood Village, CO",,
SmartSat Software Engineer,https://www.indeed.com/rc/clk?jk=ee48bbc6ac79cd1d&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you....",10 days ago   -  save job - more...,#NAME?,,LOCKHEED MARTIN CORPORATION,10 days ago,"6,894 reviews","Littleton, CO 80125",,
Quality Assurance (QA) Engineer Intern,https://www.indeed.com/rc/clk?jk=5984643c49d70a51&fccid=33916c9af9daabf8&vjs=3,VENDAVO,"Able to learn software quickly, pattern recognition, adaptability and flexibility. With an annual margin improvement totaling more than $2.5 billion across...",4 days ago   -  save job - more...,#NAME?,,VENDAVO,4 days ago,7 reviews,"Denver, CO 80216 (Northern Denver area)",,
Software Implementation Engineer,https://www.indeed.com/rc/clk?jk=d3958f7f051de6ab&fccid=a28abf9571414091&vjs=3,Itential,You will use your JavaScript and full-stack development skills to implement our software platform and develop applications that automate network operations....,7 days ago   -  save job - more...,#NAME?,Express apply,,7 days ago,,"Denver, CO 80014 (Heather Gardens area)",,
Software Development Manager,https://www.indeed.com/rc/clk?jk=69f422dee48b1603&fccid=69080d948a64f518&vjs=3,AbsenceSoft,We're looking for an energetic and thoughtful self-starter experienced in building and managing high-performing software development teams to help spearhead our...,3 days ago   -  save job - more...,#NAME?,Express apply,,3 days ago,,"Denver, CO 80228",,
Direct Hire IT OO C/C++ Software Automation Developer - Denv...,https://www.indeed.com/rc/clk?jk=f7c726891024cdb4&fccid=4e039089ab3687bc&vjs=3,Rocky Mountain Professionals,C/C++ Software Development Experience. OO C/C++ Software Automation Developer. Defined software development methodology in place....,30+ days ago   -  save job - more...,#NAME?,Express apply,,30+ days ago,,"Denver, CO",,
Ethical Hacking Analyst ( Manual Penetration Tester),https://www.indeed.com/rc/clk?jk=d59a6559eaf9b278&fccid=5bd99dfa21c8a490&vjs=3,Bank of America,"Web application proxies, packet capture analysis software, browser extensions, advanced penetration testing Linux distributions, static source code analyzers,...",5 months ago   -  save job - more...,#NAME?,,Bank of America,5 months ago,"26,988 reviews","Denver, CO 80202 (Lodo area)",,
Senior QA Engineer - Core Development Team,https://www.indeed.com/company/Four-Winds-Interactive/jobs/Senior-QA-Engineer-75c2bb2955b95506?fccid=6bbcbd9ca5f091f3&vjs=3,Four Winds Interactive,"With 6,000+ clients and over 500,000 screens deployed, FWI’s software platform is driving Visual Communications to millions of people every day, all over the...",4 hours ago   -  save job - more...,#NAME?,Express apply,Four Winds Interactive,4 hours ago,11 reviews,"Denver, CO 80216 (Northern Denver area)",,"$76,000 - $100,000 a year"
Dermatology Physician’s Assistant (Boulder),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFFABFNg6XnFwidsJJEQhRtYAOUHg9WOgo9D-sRgH2EV6fm5ul0WuqGLAhPGaGZpN7ShRu0tDN7tpeK5L5y3gQqb2NL6KpqWxfibRIoroB1zhUBWMiwt29cTtkmier4KozCpY-0xkIjJPTzaNRfRWN7HbmOiF9n30Zin4r9j5Ezi0eVtD5xPlJo0onLWL8q8cj0Lk886E3PdCELZd8pUXvFfPl9W0oc3RQE7EtlsLg492-R3qM2quOtF5tcvVQckt37wXIaVF7kkHy22ny62th_xjG6O6NHB-z11d5kglyjKKs7Gb20zZjvB7aSBcxtjGSc5Nz_eOGAXbZQKJrkYmIV8u52j_LtAthQmhhusAvuqqFAqte8Ev_ZIvw9YiwrXtnb62aFG4RDnmGTVCKpzZXATRpUb871dJj8naj5WjBQDvRQDT8oKHexBXCyfPg6aZJE9o55mkEjEhHGLrrxYvE&vjs=3&p=2&fvj=1,Kallgren Dermatology Clinic,"Electronic practice (no chart room) employs extensive computer support to include virtual charting (scanned hardcopy charts), practice management (CareCloud)...",Sponsored - save job,save job,Express apply,,,,,"Boulder, CO 80301","$100,000 - $150,000 a year"
Entry Level Finance - Salary + Bonus,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-khzF7BQqgI3Upkd-aD4vWAs_4NOr_vRMBoaRjiQCOQFwUoqis-LAyBnS6dGSjNJX38pYpWFY2TVROx5Vtpe2YfgtPaV7_Q4lDA2R7Sknc-Fqk-MV3ONMj6qjcEBHH-JNQ1jpdrbDhP5yrclCEalFOFVe9tgarTt4NVj5pn3lwqzezZ8_X-bfpum_RD0VLPCvrEXJr0rkVik6LNbv8Cri9I83Oc2qlwnX1VUtqxolP369g8DA8yL-rL5EDfVseEk3YiVxTyhfMzGy13szlQ1qBuPtHb1LgTpKUkVZqnmW1dBIRbAFfv7BHoK73v4krsQ6AWTXmZOIBh3Th51SVWGqfQgJKMTqX6glnY4oSNFbHHKHlm9UBzuo0xbQDX5rUaWoy5S22ZVCKdXggAC_9OL4jm7iinVltfOp3UO_hp9nGylrK9nJzt6TVzIohkSV0h8=&vjs=3&p=3&fvj=1,Premier Roofing Company,Complete Estimates using estimating software (Xactimate). Send estimates and documentation to insurance carriers....,Sponsored - save job,save job,Express apply,Premier Roofing Company,,16 reviews,,"Denver, CO","$35,000 a year"
