title,title_link,company,summary,result-link-bar,tt_set,turnstileLink,slNoUnderline,date,salary,location
"Research Scientist, Machine Learning (Intern)",https://www.indeed.com/rc/clk?jk=3abfba789684a098&fccid=7793f7373d58ae9e&vjs=3,Text IQ,"Using proprietary algorithms to efficiently and meticulously analyze big data, Text IQ’s software is capable of identifying sensitive, compromising, and privileged documents - including those frequently overlooked by human reviewers....",6 days ago   -  save job - more...,-  save job - more...,,,6 days ago,,"New York, NY"
Java Programmer Analyst,https://www.indeed.com/company/Interncore/jobs/Java-Programmer-Analyst-fd22d6a72b8abc0b?fccid=ef0468e10eff024f&vjs=3,Interncore,"Currently seeking Java programmers for more than one openings for our fortune 500 client to support a variety of corporate initiatives. The successful candidate will have a Bachelor’s degree in Computer Science, Information Systems, or...",10 days ago   -  save job - more...,-  save job - more...,,,10 days ago,,"New York, NY 10022 (Midtown area)"
Software Engineer,https://www.indeed.com/rc/clk?jk=7e8c8db09cd6dcbb&fccid=4bc3c89e01b2874a&vjs=3,Mycroft,"Mycroft XSpectra, the company’s most recent innovation, further solidifies the company’s commitment to bringing cutting edge IT security services to market that enable business agility, flexibility and cost efficiencies across organizations...",30+ days ago   -  save job - more...,-  save job - more...,Mycroft,3 reviews,30+ days ago,,"New York, NY"
IT Professional,https://www.indeed.com/rc/clk?jk=a5fd84d34f4d134f&fccid=f8399b8ad49cd846&vjs=3,USTA,"Must be knowledgeable of basic computer hardware and software (i.e. Install and configure software on PCs, Handheld Scanners, POS Terminals, and Verifones. IT:....",11 days ago   -  save job - more...,-  save job - more...,USTA,99 reviews,11 days ago,,"Flushing, NY"
Software & Robotics Engineer,https://www.indeed.com/rc/clk?jk=bcb23869ce9f4427&fccid=3556512a7689e60a&vjs=3,Autonomous Therapeutics,"You are a talented software engineer, with significant experience integrating software and hardware to control robotic devices. These experiences aside, your passion for designing new platforms to treat important diseases is most important...",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Applications Analyst I,https://www.indeed.com/rc/clk?jk=396504452a8007ef&fccid=f15bfc513a14b84c&vjs=3,Hospital for Special Surgery,Demonstrated ability to learn multiple new software applications and provide required support. Follow vendor and Epic best practices for hardware and software configuration. The Application Analyst reports to the Sr....,27 days ago   -  save job - more...,-  save job - more...,Hospital for Special Surgery,309 reviews,27 days ago,,"New York, NY"
Web Back-End Developer,https://www.indeed.com/rc/clk?jk=6e1b9b462ac9e7fe&fccid=7b846a98e5da569b&vjs=3,Weill Cornell Medicine,"Conducts software testing and release activities. Implements secure, scalable, performant backend systems and components. Contributes to the development of the team's internal toolkit and software packages/modules....",11 days ago   -  save job - more...,-  save job - more...,Weill Cornell Medicine,510 reviews,11 days ago,,"New York, NY 11221 (Bushwick area)"
Audience Development Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDmxyLCpNrqTQXccTEDCRGU7dpNk2MQgk5g_sefoSEC91Tk9M2k5eRx1PLPteEJlyj4SxUUl3IP39NWA6Qe8luGOKezBPwbPl4InZjgdhwjNO2R-xXlc8nK4WDqQOCE5PbhamjA51xTQkfYWHuSkRRit5DA7SAS5zG7HrbIAgBD_82MXwcjSJxH1FFjeV0RaWyfA5GVwE7adsC1JnCvXz2Ys4x0LsWQMo_ZOnBITeSZt91-Oj5ZTo7a9gt5FUuEH-gXS6Pt3ponfDoFeZqHNbP_J7Zedzfp0fvag_QKcmkmyA9j1gdOnxKxRs_CrkrGPIpU35_ijIAHwyKym36onq__0-pVDAR76Pk0LdVI_3aZgoLXM88ekA1gtak3MjbxeA-FjRsifkEyvOTMRjDT3YKBdT4SPi7mVFsIw0GN14nyMScKAiwbJjmtCbn0eB5J7M=&vjs=3&p=1&fvj=1,Frederator Digital,It was founded by serial media entrepreneur and former Hanna-Barbera president Fred Seibert in 1998 as a unique incubator for big animation ideas by producing original cartoons. Experience using project management software such as Asana or...,Sponsored - save job,save job,Frederator Digital,4 reviews,,,
Internal Auditor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AzKbmcxz1jLpQmmKojdA4BhfubPvcO2rPoDV4UMmxIPckG5q1jZbN8DpI6LJBBWuC6ZahOGMZ8qCeLdxuKCvlZ0VWPw968VGdwc86rmoFgX1a0cN6w8lc8Ct6njcKaRIuBspoxuKWAyQhppcKo5nTRwQZlyuoSskS6FzmF7HHLdAEwYslJjuXhW-wBUtcbhhoEYcNtaaGLcQ5hF5xZ3WgrZZv7om0MZ4HB1rJiVxpoFfzPre2pIBAg3K8dLBcgZZgsZUJfia4NRL8el17gRycfxLl439GJiqYZYhWwtJDwDZbIFsSTNvv9Svi_f8daVUKgfQ03Tp_hnQbHqGn7PGfC1nTnypVCEa329OJzVI1ao-Mg6-UYi6_85APJCQttXdg8pqJRAKVGF11v-WDrWdWi9JMt71wMiBVzZrEgAxmwhKMFPkkyACHeCeBcBxw5Ez7pHnOJtbuNV6xlTYWGjz1TlJpFvbDYdHHCRIpycc8QqJwx5oZa2XOH0bgkfe0P3FIm31BmwpKtUrZWSRZ15-tRyHrrV4vNW_Bz-CwseNWiZ-Z4bXLCO8FWw5D82uKanG93ctMnIJtzDQ==&vjs=3&p=2&fvj=0,Richmond University Medical Center,Spreadsheet software and Database software. Should have knowledge of Word Processing software; The Internal Auditor will Conduct the identification and assessment of financial and operational risks with management....,Sponsored - save job,save job,Richmond University Medical Center,110 reviews,,,
Kids Ministry Director,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ca4-MOZ7qIgoZEn8C9BJC7Y0GYlCxwbIt_22jT2UvIcVrsHPEnKe50K95dmpAfw6QNWOZnMCBxArPw4pyPvDA4nlMuUtHx_VXEFgLMKs3IX1husTbPIhXV18YYMn6ueYvlfETF428AAXREXNMgyH26FACAxLRTSdy0bAu8l933azosvkUE3fZaS-qidKfIsD2N6Gi6u2bpCd8kOdLn5khRv9vnuPDc5DLFyMmcJGhKpNgznpiyEk-ApJ8qOJEq4dPW1rdznEirK9zuAnkE3olY-MUPHpzT8vb4vfIsY8NOYecSl3EgdmWvZFfAcS7ZU-W-h7FqpxR9jQWfy4bL1KXLeP5qL5azEOS3-SxjqhQ3keE96GGx7ob-hUOdyHutP0_GrmcywEq5PdEtmmGriy3IgT7ra1sjYAe-rftNeSUthlM1flB_XuuBkRXkxV6ELlY=&vjs=3&p=3&fvj=1,Crossroads Christian Church,Proficient in Planning Center (or a willingness to quickly learn the software used by Crossroads). Self-Starter – takes initiative on their own and is reliable in getting things done on time. Paid Part-Time (15–20 hrs/week)....,Sponsored - save job,save job,Crossroads Christian Church,15 reviews,,"$20,000 a year",
Senior Account Executive,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3fWbo5KVNdMESiOqlPn7yI0rrBanUXq6yBO5g_VeONYr_b-DrdX7p76hvtVusZcvIUXdBl25iMgG57aaL1Sg7qV_fbIFBSRVim1hr07WdoXR1kYRQjd80Hb1dIyyhsfyTJg8U3ZvwenG3zRdA-9RJL7PbPxFOMaqHBkjy8Je8IifyGG9s325MVwU1Kmt4lpX_cbwknhNqW-83INVRzjNumDjfJTnFFExAma4k18X-Jzi9I4KR6502hVXEIC0j8Ilf1Ep9ds_5mb15y9aBsh7clr77ma5kHKbdPkDuXQv7VYX3a0drR_7UKNILifOz5bNrK_ybB_20HBwgTcWIP_2ddG9mhuL_uu9iKhT9hxETlquCyVVQjbmzqVTuWJdwC4h2Uv_FjvPCHFWf9zAItf26bis0CsgZzZV9E-FbrGJ4JhvVM9ILBVZC1nvuyT2-pyoE_FEA6uWSaJ4mAM1veksFaIxhcUo90WGjQQP-qntD6gReWjExo1OO-1Y06B8fZq_8vm0UTGG80q-CySAb7Ght3OXmEq7gA0uK74siYlLc82zUsixL27hzVWtl254P6lWvxGQHLuiSWKHVEoVOFKzzdrVRSJ2lTj4=&vjs=3&p=4&fvj=0,Porter Group,A leading provider of niche software tools is seeking a Senior Account Executive to uncover new business opportunities and handle the full sales cycle throughout a Northeast territory! Candidates will work from home and be able to travel at...,Sponsored - 3 days ago   -  save job,-  save job,Porter Group,4 reviews,3 days ago,"$150,000 - $180,000 a year",
Canvasser,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMPIN6yUjO4ohEjJb4CWSjUq2_jiPTRrdHJn5tYuSOTdgC_LsvvUIcYhSZf-zyT7GusCFX6cjohgJbioO1NOecnsKEDdzaJPdnaMnUR0_zXZdgjLqyhwiMvLsoW6tyR4pV6ojKYK5XOm8EyyXBDqdApbLc-kaESUNSb62A_ibSL9nUUGgOiAhx5JkeS0mfT6xsRLJmzfzTHerT8_zGbcAnJzyXY1-LQg3Naj1tsykmxbicmzuXMDWWvF5MWE96ngZyk28BQSYOrpomqakviT-EmUeItlPrK6dsxJNOi0qr89zaamFS9MyOEGWmtM5h9uGxjnvf1kvQsKxlQhhXGBpC0BlnFnDUJ_CzVUXPsowbsSiGSsppZyiuM9yB7PtOuGdA6UXKzSNkEHwr2lvRH6JSgrI-fcR9mp98ukfMv-ab_A==&vjs=3&p=5&fvj=1,Brooklyn SolarWorks,Accurately keep records on house to house information using online software. Be a part of an awesome team of solar warriors who are committed to putting solar on every flat roof in Brooklyn!...,Sponsored - save job,save job,,,,$15 an hour,
Programmer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AO7vFl9qZtqydYfgfwj_WQaWiUPRfyvXaGcaeXXAkDHaLo1SIQ4-6R64qh8zPEQ4EMmL4r6dqojEro9mV94kn_15LYBP9b1nsZBJ8ZNEI-D2CpC9UiyEpM313elXo4chIAPADaAA8pfhj-RmK_A5_yI-uHIrd465Y4whfB39F6sRW4ErsQRTRsDvmmRCdwGYR5EaCE6-JNHhrhSf6Q9NDNJsCVN0cJU_HoaX_BGCu6I4GmwHc5dyxUw-yRVcJcai40TUl_A0GGrj66fNxUjZGOfAJfgGctktpGIzux3j152Q4-CT1ToKGB_fuFROxDA8P2KsVLlsU0iZUlE91okogXzJOye3R-aW4MVioNUF9qFi0HbJ6kk-TUtu-ST7t8hQjWvBNF71YBifGrdHR6PHAnlX84OsS3P5aEaDjGBIaCeg==&vjs=3&p=6&fvj=1,Team Real World,The ideal candidate has a strong background in software development and programming. Our client has an immediate opening for a Programmer to create and maintain internal software programs for our business....,Sponsored - save job,save job,,,,,
"Software Engineer, Web Frontend",https://www.indeed.com/rc/clk?jk=03ad4d56d94f5b0a&fccid=65821e044148c3ad&vjs=3,Cockroach Labs,"A passion for building relationships with your colleagues. We aim to build infrastructure that keeps pace with the world, so developers can focus on what matters most:. Kendra has 20+years of experience in all levels of the software stack,...",7 days ago   -  save job - more...,-  save job - more...,,,7 days ago,,"New York, NY"
"Intern- CYBERSECURITY - Bronx, NYC",https://www.indeed.com/rc/clk?jk=050b084ca6bb1ca2&fccid=a5faa743d4363ada&vjs=3,Liberty Coca-Cola Beverages,Performing Risk Assessment of current and new enterprise grade software solutions. Discover what it means to be energized by a multitude of possibilities and a dynamic team. We know there is more than one way to succeed and we believe in...,Liberty Coca-Cola Bottling - 5 days ago   -  save job - more...,-  save job - more...,Liberty Coca-Cola Beverages,54 reviews,5 days ago,,"Bronx, NY 10455 (South Bronx area)"
API Software Presales Officer,https://www.indeed.com/company/AMD-TELECOM-S.A/jobs/API-Software-Presale-Officer-78edb8d4a95ddfe2?fccid=0f5c5a1fd996eef0&vjs=3,AMD Telecom S.A.,"API - Software IT Presales Officer - New York, USA. We are looking for an API - Software IT presales Officer to join our experienced sales team. If you have passion for technology, you are results oriented and you want to start your career...",14 days ago   -  save job - more...,-  save job - more...,,,14 days ago,,"New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=02d3f517f0af96da&fccid=ef706d6bb1254bcf&vjs=3,AlphaSense,"The team is right at the very core of what we do and responsible for implementing the cutting edge technology for scalable, distributed processing of crawling, searching and text processing functions....",30+ days ago   -  save job - more...,-  save job - more...,AlphaSense,3 reviews,30+ days ago,,"New York, NY"
Entry Level Designer,https://www.indeed.com/rc/clk?jk=78fc42011c0ac83c&fccid=6aef51bfa082983b&vjs=3,Dattner Architects,"We are seeking full-time entry-level designers to produce models and high quality, cutting edge graphic presentations, and assist with design and construction documents for public sector projects....",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=9a7fdaa32d98eac7&fccid=f9098d21cc52b58e&vjs=3,Care to Care,Position summary Responsible for internal as well as client facing web applications. The ideal candidate will have several years’ experience developing applications used in a production business environment supporting existing...,6 months ago   -  save job - more...,-  save job - more...,Care to Care,15 reviews,6 months ago,,"New York, NY 10022 (Midtown area)"
PowerBuilder Programmer,https://www.indeed.com/company/Layer-7-Data-Solutions/jobs/Powerbuilder-Programmer-b827c095cb489bc0?fccid=dfa79af4371b760f&vjs=3,Layer 7 Data Solutions,Software development life-cycle like Agile and Waterfall:. Demonstrate understanding of software development life-cycle like Agile and Waterfall. Modify programs based upon the analysis done. Total Estimated Assignment Hours:....,2 hours ago   -  save job - more...,-  save job - more...,,,2 hours ago,,"New York, NY"
JavaScript Developer,https://www.indeed.com/rc/clk?jk=42c3742d2a9a1bb4&fccid=d3221e8ca9e612d3&vjs=3,Telaria,"TLRA), (formerly Tremor Video), is the leading independent data-driven software platform built to monetize and manage premium video inventory with the greatest speed, control, and transparency, wherever and however audiences are watching....",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Part Time Mac / PC Hardware Specialist,https://www.indeed.com/company/New-York-Computer-Help/jobs/Mac-eedc03805f39325e?fccid=0091e95796847ae2&vjs=3,New York Computer Help,Replacing LCD screens-replacing motherboards/logic boards-replacing keyboards-replacing hard drives-backing up files and reinstalling operating systems-fixing startup issues-fixing power issues-fixing software issues-removing viruses-fixing...,7 days ago   -  save job - more...,-  save job - more...,,,7 days ago,$20 - $35 an hour,"New York, NY 10016 (Gramercy area)"
Software Engineer,https://www.indeed.com/rc/clk?jk=c28925cdfa1f35cb&fccid=4b5d257051285786&vjs=3,Disney Streaming Services,"Experienced building large and scalable applications. Participate in the full lifecycle of software development (requirements gathering, designing, building, testing and maintenance). Disney Streaming Services Atlas team is looking for an...",Disney - 30+ days ago   -  save job - more...,-  save job - more...,Disney Streaming Services,4 reviews,30+ days ago,,"New York, NY"
Software Development Engineer in Test (SDET)/Sr. QA Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFdYhyS5Rf2B9pdzRY8nfSTx2vNEYY6Ob37Zf3bYejLOeX8O-nDOn_nKM4rdcDm8kO_U_Ll7nzh87QedssohE2d39-lA-0X_A2mPtL1NIvrAXruDZPpiifTdAEKaSBs1ZYcUG_fSL_r410CnbOuGGzyBn0MCjHrJ2d8AcKnfn09R1-oKY4bVu1yfO64RkWLTWr9fcCOZbyo_HVLPbZ5SpAtWH-TyzsQ-VRsaheyqhrZcTZaukTk3vfQODJRh36Kzma-HtuxQg5RnTiSF3JedTxabf-F6-C1Ng0zvYX1210PAV6gIP4-GjM-hiANeVfkgzVfzKLnoSenMVgQvrXLTOhPBMuRy8CdkhUSTy7CgBucwuQwBizKNPPARBbtg-mQk3gkuFWlbazYhKqB7qiX833JuHEkiDgtTQjmMudoNxlYCfwhTQ5AGjyu6RgFYALIccrRkBZKVzVthlETOSRvgQh7LsA-AsQ1DA=&vjs=3&p=1&fvj=1,OTP Solutions Inc.,"Experience building and optimizing data pipelines and big data sets. Software Engineer in Test:. Software Development Engineer in Test (SDET*)/Sr QA Engineer. Experience architecting test frameworks, scripts, and overall software...",Sponsored - save job,save job,,,,,
Accountant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2vv4VE_KE0wGrxeaPZ09fHuW8H-6EnA2WdOeTFxYuCl29EBNRpj05Dutzh76sXDV8WwqEUBAfmBeIrERaLHzunX1zTF5Yi3URd8rn4jlnIGnc-W8OJyAQuSerV0og-av69UGAwtWrYw-VPECknG-oGWp_eaTd17JNJ3uduWBNIILD2w31JAhZO7VikGfexlst3uWTBU7W1Fd-HDmE9nBGXlUsU87PCRfCCHTg7qnA1I6qa1ff8fFRFHgVl_SVpoM1ebc7lNvO72uKGHXhn3ClCawLYkGQgXI7mKcyRefRZNoZMlu-fISEjvH1pMMNow9ZzBSoMxWN-vVtb-_tHNcbBnV2FATeHSH5ar5AwNFbaJCTeiV9cya1IIWQ17eHIe8A0IelmftCsxdVVDFJYrq5f9hJCgnXTDVBgZiCDnNzjQ==&vjs=3&p=2&fvj=1,Real Estate Company,"MID-TOWN REAL ESTATE COMPANY SEEKS ACCOUNTANT -- MUST HAVE BACHELOR DEGREE IN ACCOUNTING, SOLID COMPUTER KNOWLEDGE--FAMILIAR WITH MRI REAL ESTATE SOFTWARE, AND STRONG WRITTEN AND COMMUNICATION SKILLS, FOR A LONG-TERM POSITION IN A FAMILY...",Sponsored - save job,save job,,,,,
Staffing Coordinator - Home Care,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DnPjo_ADh6k_Lu0UcCUzG9T_3ht-wpoux3bnxvHF1r2Oi0VjB3WmZsoVd6f2Ggv80ty3v75n9kJrhsRMvV0Qv8k7PLnBar8YC-hd6WMjzE3ErABYWgiN4Ms6CszF5BvxMtXQgv1WIrPF47aigre5O9-KED69A6nS-uJLtPdhJDdy--l8-so8FJ1lv3NewCuJifQRcEokZ5NdvEsTjdSzGzu53Iqn4lvLHrhIXD2VOx2mubR53gci-HMW29tHcdLa_OEZKNOAJCYqxt6qn9TKO8D1FylQToG_K6-3RmNp_7YB1eIKozl3B_WXJetm1dSw3lCkStnMPTj9KfWINNZpr9iOmLCG1PLZGGs3ElJQG59KIQI0deM-maJ8YNzywUazSL1KRAoTH3-WS6yM5SfHyC40fy-Zik9hPrzVy52_oUP0ACEdP2mFeHiytoWn7vqipdLFDzB1AbuYP-KNBm69uW&vjs=3&p=3&fvj=1,Ultimate Care,Knowledge of HHA eXchange or other home care scheduling software. Ultimate Care is hiring Placement Coordinators for our Brooklyn office....,Sponsored - save job,save job,Ultimate Care,34 reviews,,,
Project Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dh61YCSULV1GGHHfErYfripB1q28gWHqhQbFb6hrmcHpjuK-OpiNf7w_CwNazxOmbHTYm6SprkATMbZDhUZ1vICmufpPplMepolBOodpI4EyeAJ7mOZYKoTEsZicgihE29irPZSYRW8o3cJrT1Eho6x718HEVlssCIy4n33PuIb2OoYcBYAD2CGrrcT-HADboWQfZPlnpojJywXPTwDdb8h3SQ995-VAbRU2c33iYKkCOoK0t6M20sLt2kxzBeycdYr8b8E0Gp_GAgNynpab1lgO7La8jODBnC9pDQqBE6xzXzRY-Fs2wPb0g9txd5Rqe2ORCyKfR4YmY4YMEloRl4CB_YWQTxbr2mm_zd0MVi92dnWhw085HnrkSjxQ75pRNMwRYMJvox8BlBYmkUVtYoPzRTvVOx_RHQZ4M_852fCYhBiSDl-hagiEy0S4_ghQ0=&vjs=3&p=4&fvj=1,Ovadia Design Group,Have experience in project management software. NYC Interior Design firm is seeking a Project Manager who will be responsible for managing small to large size projects during all phases of a project into post-occupancy....,Sponsored - save job,save job,,,,,
"Licensed Real Estate Agents "" MUST BE LICENSED""",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BCrr-KmZ5Cs-eQJQqpkFokFdrt1EnQ5TZJ-JxOo6VZrbgGH8w4IPSeHD53tGcURMzIgvh_WSP3aIE_sIzMMsm8kgatWq9hcVknNYITfg_RlfkvgjCDkJ7sS1xDaXxOQsemVh8AI2_8pG-8sCJNRHbceQ2KGvuJtTO13OSck8q13UhWFTqcZ85JXZ0012SQDC4wx0n3vkD9Lj8WvK9HcqOjxurW2Upy1F8rnq0Fh97WfRZ4BzjgYBwrDsYnyOPlAqFMICpvM0u0OuCiXb_QmCDdZP-mfEgwM38wTwFwKMGBI_J7fbyLUqqmKntpQ9GBXVAMp1G9kE-D7uUpj8kBLcDQJ3I3v7d2C0CokparhCt778vmqWw3M4LVv6K3F0wTcnW1fq5jdwl-2TLBgNfhGkUHzO63UAJsOfgSr6syD3CQzruYPXVANIBVDG3FS36MRynFM3yW04GKXMAlfFoXAeW-8H78zee3gqc=&vjs=3&p=5&fvj=1,SPiRALNY REAL ESTATE,From on-site training to the latest industry software - you will be prepared to make an unlimited income. A new and fastest growing real estate firm is interviewing licensed agents to expand the team....,Sponsored - 3 days ago   -  save job,-  save job,,,3 days ago,"$40,000 - $125,000 a year",
"Full-Time Collections Specialist, 2 YEARS EXPERIENCE REQUIRE...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrT36tjlIc8Zb3QEsD8s-AdpgATzWm-UbwW4pIMRB8abaDKLKv3jbEo9MwuwraVK60i6cgO-7vgBcNoH9gnGkWr7CgK4RIllf7sE8v7vqM0jP36pC3sakcjIrvHvtsD60MS5wAxr9IFAU21Xs9Pbc0Pdx2r6rOR8bosW_SJIDhWn0kY7_uOIUQdyvtW9Jf1vHaQHL_1Lqfx8MI9tJJxFxasbUzi0pzKZesiFawTcSaFCoK0zhK5fYZN5bOAMO5cvZAX9GhxOdkZT37clYyL_9XCFCSyIHgkOTNvJyvxQlV6CzDn-VFl-TbsSF95zmp24EIkvo2nfC2HRqRm6QIZcUSODbFjOjVA2a4VRrF7L36BcqMV2-hHnt_tmOAqdXgi8ed8DVXo44JLBqtWvNAxeVkYLslCzxyLTWU9PDNQiAbg0a37P0lzsO_PdBOK459EkCvkN2zuV_3El7iPdJS_dl1a5PJBo0jNKM4w68FRU7JHg==&vjs=3&p=6&fvj=1,"Frank, Frank, Goldstein & Nager P.C.",Use proprietary software to manage numerous accounts simultaneously. Your skill set and experience give you the edge to efficiently perform the following responsibilities:. Keen passion for helping others....,Sponsored - save job,save job,,,,"$35,000 - $40,000 a year",
Big Data Developer,https://www.indeed.com/rc/clk?jk=5a749fc9752478b6&fccid=5bd99dfa21c8a490&vjs=3,Bank of America,"§ Responsible for developing, enhancing, modifying and/or maintaining a multi –tenant Big data platform. Familiarity with Big Data technologies like Hive, Impala, Spark, Elastic Search, Kafka is preferred....",3 days ago   -  save job - more...,-  save job - more...,Bank of America,"26,988 reviews",3 days ago,,"New York, NY 10038 (Financial District area)"
ServiceNow Developer,https://www.indeed.com/company/IGS-Inc/jobs/Servicenow-Developer-9f1a971f155f08a0?fccid=ac13c15c2776f78b&vjs=3,IGS Inc,"Responsible for the continuous review of new ServiceNow modules, as well as other commercially available software to ensure the ServiceNow platform and tools remain current. Maintains an understanding of ServiceNow modules and software...",1 day ago   -  save job - more...,-  save job - more...,,,1 day ago,$60 - $70 an hour,"New York, NY"
"Software Engineer, Deep Static Analysis, Google Cloud Platfo...",https://www.indeed.com/rc/clk?jk=c1e92d788594b128&fccid=a5b4499d9e91a5c6&vjs=3,Google,"Professional coding experience in C/C++, Java, Python or Go, combined with 1 year of relevant work experience in software development. Google's software engineers develop the next-generation technologies that change how billions of users...",30+ days ago   -  save job - more...,-  save job - more...,Google,"2,929 reviews",30+ days ago,,"New York, NY 10011 (Chelsea area)"
ASP.Net Software Engineer,https://www.indeed.com/rc/clk?jk=56f076d6bfcffedf&fccid=17d7ab94d762e47a&vjs=3,GlobeTax,"The ASP.Net Software Engineer is responsible for adhering to policies and procedures pertaining to the protection of confidential data, particularly sensitive client information. This individual holds a passion for UI design and engineering...",30+ days ago   -  save job - more...,-  save job - more...,GlobeTax,4 reviews,30+ days ago,,"New York, NY 10004 (Financial District area)"
